Start,Peak,Stop,Trough,Max_Envelope_Amp,Duration_ms,Spike Times (s),Cluster IDs,Unique_Cluster_IDs,Sorted_Cluster_IDs
3138.6408,3138.6524,3138.6616,3138.6524,3.706782817840576,20.8,"[3138.6412666666665, 3138.6428666666666, 3138.644366666667, 3138.6446333333333, 3138.646333333333, 3138.6469666666667, 3138.647033333333, 3138.647066666667, 3138.6489333333334, 3138.6495, 3138.6499, 3138.650166666667, 3138.6522333333332, 3138.6534, 3138.6543333333334, 3138.6547333333333, 3138.6567, 3138.6567, 3138.6588333333334, 3138.6590666666666, 3138.6593333333335, 3138.6593666666668, 3138.6603666666665, 3138.6603666666665, 3138.6608333333334]","[230, 16, 85, 60, 191, 67, 112, 111, 191, 16, 85, 233, 103, 60, 85, 16, 111, 112, 67, 170, 16, 196, 60, 233, 85]","230,16,85,60,191,67,112,111,233,103,170,196","16,60,67,85,103,111,112,170,191,196,230,233"
3140.358,3140.372,3140.3796,3140.372,4.733482837677002,21.6,"[3140.3600333333334, 3140.3609666666666, 3140.3611666666666, 3140.3622, 3140.363766666667, 3140.366233333333, 3140.3665, 3140.3666, 3140.3676666666665, 3140.3677333333335, 3140.3683, 3140.3687333333332, 3140.3688666666667, 3140.3688666666667, 3140.3689, 3140.3714666666665, 3140.3715, 3140.372, 3140.3722333333335, 3140.3753333333334, 3140.3776333333335, 3140.3792]","[67, 227, 85, 216, 60, 67, 228, 170, 212, 60, 216, 67, 85, 16, 63, 60, 173, 85, 227, 63, 60, 85]","67,227,85,216,60,228,170,212,16,63,173","16,60,63,67,85,170,173,212,216,227,228"
3147.3772,3147.4292,3147.4584,3147.4292,4.574925422668457,81.2,"[3147.377233333333, 3147.3774333333336, 3147.3774333333336, 3147.3777333333333, 3147.38, 3147.3813666666665, 3147.3829, 3147.3835, 3147.3836, 3147.3837, 3147.3838333333333, 3147.387166666667, 3147.3886333333335, 3147.3888333333334, 3147.3893333333335, 3147.3911333333335, 3147.393433333333, 3147.394333333333, 3147.3952, 3147.3964666666666, 3147.3969666666667, 3147.397, 3147.3971666666666, 3147.3973, 3147.3975, 3147.400633333333, 3147.4022333333332, 3147.403, 3147.4030666666667, 3147.4030666666667, 3147.4036333333333, 3147.404, 3147.4044, 3147.4086, 3147.4093666666668, 3147.4094666666665, 3147.4095, 3147.4103666666665, 3147.4110333333333, 3147.4131666666667, 3147.413233333333, 3147.413233333333, 3147.4141666666665, 3147.4144333333334, 3147.4179, 3147.417933333333, 3147.418, 3147.4180333333334, 3147.4187666666667, 3147.4222666666665, 3147.4228, 3147.4244, 3147.4247666666665, 3147.425166666667, 3147.4274, 3147.429633333333, 3147.4303333333332, 3147.4303666666665, 3147.4318, 3147.4333, 3147.4336, 3147.434366666667, 3147.4358, 3147.4374, 3147.4391666666666, 3147.439533333333, 3147.4407333333334, 3147.4409666666666, 3147.4416666666666, 3147.4429333333333, 3147.443366666667, 3147.4464, 3147.447166666667, 3147.4476, 3147.4513333333334, 3147.452366666667, 3147.453266666667, 3147.4544, 3147.455466666667, 3147.456, 3147.4560333333334, 3147.4576]","[196, 60, 233, 67, 190, 85, 16, 67, 60, 94, 63, 67, 173, 16, 85, 60, 16, 67, 85, 67, 196, 16, 7, 94, 60, 67, 196, 7, 85, 67, 60, 16, 236, 7, 63, 67, 190, 66, 16, 94, 85, 60, 67, 16, 196, 16, 67, 85, 63, 60, 86, 67, 85, 16, 60, 233, 63, 16, 196, 60, 85, 67, 16, 222, 60, 190, 85, 16, 67, 94, 63, 222, 190, 85, 222, 85, 16, 67, 233, 222, 190, 85]","196,60,233,67,190,85,16,94,63,173,7,236,66,86,222","7,16,60,63,66,67,85,86,94,173,190,196,222,233,236"
3148.3012,3148.3192,3148.3276,3148.3192,8.314770698547363,26.4,"[3148.3015666666665, 3148.3044333333332, 3148.3049666666666, 3148.305566666667, 3148.3062, 3148.3078333333333, 3148.3079333333335, 3148.3085333333333, 3148.3106666666667, 3148.3118, 3148.3121333333333, 3148.3126333333335, 3148.313166666667, 3148.3138, 3148.3152666666665, 3148.3160333333335, 3148.3166666666666, 3148.3171, 3148.3182666666667, 3148.3191666666667, 3148.3208, 3148.322633333333, 3148.3235, 3148.3245, 3148.3249, 3148.325733333333, 3148.3259, 3148.3259333333335, 3148.327333333333]","[60, 67, 85, 222, 196, 67, 60, 85, 16, 196, 222, 85, 67, 60, 16, 85, 237, 65, 67, 60, 85, 138, 67, 98, 63, 16, 228, 237, 60]","60,67,85,222,196,16,237,65,138,98,63,228","16,60,63,65,67,85,98,138,196,222,228,237"
3150.6028,3150.628,3150.642,3150.628,10.748808860778809,39.2,"[3150.6032666666665, 3150.6037666666666, 3150.604333333333, 3150.6055, 3150.6067333333335, 3150.607266666667, 3150.607266666667, 3150.6074, 3150.6104, 3150.6112, 3150.611533333333, 3150.6115666666665, 3150.6118, 3150.614466666667, 3150.6147333333333, 3150.6153, 3150.615333333333, 3150.6163666666666, 3150.6165333333333, 3150.6168333333335, 3150.6174666666666, 3150.6174666666666, 3150.6178666666665, 3150.6189, 3150.6195666666667, 3150.6219333333333, 3150.6223666666665, 3150.622533333333, 3150.6227, 3150.6229333333335, 3150.6231333333335, 3150.6232666666665, 3150.6244666666666, 3150.624566666667, 3150.6248666666665, 3150.6271666666667, 3150.627233333333, 3150.6276333333335, 3150.6277, 3150.6283, 3150.6298666666667, 3150.6314666666667, 3150.6323666666667, 3150.633566666667, 3150.6347, 3150.6354666666666, 3150.6369, 3150.6392666666666, 3150.6397666666667, 3150.6403333333333, 3150.6412666666665, 3150.641633333333]","[78, 222, 67, 78, 16, 85, 67, 60, 60, 85, 78, 222, 16, 85, 190, 67, 60, 60, 236, 16, 222, 191, 196, 16, 85, 67, 63, 85, 237, 60, 222, 195, 67, 200, 85, 237, 16, 222, 63, 60, 85, 67, 237, 16, 222, 85, 16, 67, 85, 191, 16, 222]","78,222,67,16,85,60,190,236,191,196,63,237,195,200","16,60,63,67,78,85,190,191,195,196,200,222,236,237"
3151.4072,3151.4252,3151.4444,3151.4252,5.0064239501953125,37.2,"[3151.4072666666666, 3151.4074333333333, 3151.4076666666665, 3151.4078666666665, 3151.4086333333335, 3151.4097, 3151.4108, 3151.4112333333333, 3151.411866666667, 3151.4121333333333, 3151.4123, 3151.4126, 3151.4132, 3151.4137, 3151.4137333333333, 3151.4138333333335, 3151.417, 3151.417033333333, 3151.4171, 3151.4181, 3151.4185, 3151.419933333333, 3151.4205333333334, 3151.4221, 3151.423, 3151.423333333333, 3151.423533333333, 3151.4239, 3151.424433333333, 3151.424466666667, 3151.4253, 3151.4267, 3151.4268, 3151.4281333333333, 3151.4300333333335, 3151.430066666667, 3151.4302, 3151.4306, 3151.4309333333335, 3151.4311333333335, 3151.4335, 3151.4335333333333, 3151.4337, 3151.4347333333335, 3151.4349666666667, 3151.4363, 3151.4363333333336, 3151.4365666666667, 3151.4376666666667, 3151.4383, 3151.4387333333334, 3151.4392333333335, 3151.4394, 3151.4396666666667, 3151.4399, 3151.4411, 3151.441566666667, 3151.442433333333, 3151.4430333333335]","[67, 16, 233, 223, 94, 78, 72, 60, 67, 63, 60, 78, 170, 16, 237, 85, 237, 60, 222, 67, 85, 173, 16, 85, 237, 67, 60, 63, 60, 212, 237, 140, 85, 67, 63, 16, 60, 67, 237, 85, 67, 60, 85, 222, 63, 16, 67, 85, 237, 191, 85, 233, 60, 16, 67, 85, 226, 63, 67]","67,16,233,223,94,78,72,60,63,170,237,85,222,173,212,140,191,226","16,60,63,67,72,78,85,94,140,170,173,191,212,222,223,226,233,237"
3153.458,3153.4644,3153.5,3153.4644,4.078636646270752,42.0,"[3153.458666666667, 3153.4590333333335, 3153.459766666667, 3153.4603, 3153.463166666667, 3153.4643666666666, 3153.4648666666667, 3153.4663, 3153.4663333333333, 3153.4668666666666, 3153.4672333333333, 3153.4694, 3153.4696, 3153.4737333333333, 3153.4738, 3153.4741, 3153.475, 3153.4751333333334, 3153.4759, 3153.475966666667, 3153.4761, 3153.4763333333335, 3153.4782333333333, 3153.4782666666665, 3153.4803333333334, 3153.4803333333334, 3153.4845, 3153.4854, 3153.4857666666667, 3153.4903, 3153.4905, 3153.4920333333334, 3153.495066666667, 3153.495266666667, 3153.4955, 3153.495966666667, 3153.4962333333333]","[60, 140, 224, 85, 154, 67, 196, 112, 111, 60, 16, 67, 138, 86, 193, 94, 16, 85, 86, 193, 63, 60, 67, 94, 16, 63, 94, 67, 60, 233, 16, 94, 16, 85, 67, 63, 94]","60,140,224,85,154,67,196,112,111,16,138,86,193,94,63,233","16,60,63,67,85,86,94,111,112,138,140,154,193,196,224,233"
3153.5604,3153.5644,3153.5888,3153.5644,2.913572311401367,28.4,"[3153.5607666666665, 3153.5612666666666, 3153.5648, 3153.5675, 3153.5678666666668, 3153.5707666666667, 3153.571033333333, 3153.5722666666666, 3153.5754333333334, 3153.5761666666667, 3153.576866666667, 3153.578233333333, 3153.5783, 3153.579, 3153.5811, 3153.5816333333332, 3153.5819333333334, 3153.5825, 3153.5841666666665, 3153.5854, 3153.5855333333334, 3153.5869333333335, 3153.5880666666667, 3153.5884666666666, 3153.5885]","[85, 67, 16, 67, 63, 85, 226, 67, 224, 85, 60, 226, 67, 16, 85, 226, 67, 196, 16, 85, 67, 138, 63, 16, 72]","85,67,16,63,226,224,60,196,138,72","16,60,63,67,72,85,138,196,224,226"
3155.4932,3155.504,3155.5192,3155.504,6.182615280151367,26.0,"[3155.4944666666665, 3155.496, 3155.4963666666667, 3155.4974666666667, 3155.4978666666666, 3155.4987666666666, 3155.4988333333336, 3155.5009666666665, 3155.5032, 3155.503366666667, 3155.5057, 3155.5058, 3155.5059333333334, 3155.5071333333335, 3155.5084666666667, 3155.5094, 3155.5132, 3155.514166666667, 3155.5149666666666, 3155.5153666666665, 3155.516666666667, 3155.5173, 3155.5178333333333, 3155.5179, 3155.518, 3155.5180333333333, 3155.5187]","[212, 67, 85, 63, 16, 60, 190, 85, 67, 16, 85, 16, 190, 67, 60, 190, 85, 60, 94, 67, 78, 16, 67, 233, 60, 85, 228]","212,67,85,63,16,60,190,94,78,233,228","16,60,63,67,78,85,94,190,212,228,233"
3371.0596,3371.0624,3371.08,3371.0624,2.6151998043060303,20.4,"[3371.0607666666665, 3371.0608666666667, 3371.0617, 3371.0623666666665, 3371.0625, 3371.0625333333332, 3371.063166666667, 3371.0637, 3371.0641333333333, 3371.0698333333335, 3371.070333333333, 3371.071, 3371.0714, 3371.0715, 3371.0720666666666, 3371.0724333333333, 3371.073066666667, 3371.0747, 3371.0762666666665, 3371.0769666666665, 3371.0770666666667, 3371.0771]","[16, 190, 85, 196, 227, 98, 67, 16, 60, 7, 67, 85, 94, 60, 16, 233, 217, 67, 60, 85, 67, 16]","16,190,85,196,227,98,67,60,7,94,233,217","7,16,60,67,85,94,98,190,196,217,227,233"
3371.6072,3371.6144,3371.6472,3371.6144,4.879312515258789,40.0,"[3371.609033333333, 3371.611, 3371.6129, 3371.6136333333334, 3371.6157333333335, 3371.6160666666665, 3371.6176, 3371.618233333333, 3371.619133333333, 3371.6204333333335, 3371.6207666666664, 3371.621633333333, 3371.6243666666664, 3371.6259333333333, 3371.6265, 3371.6269333333335, 3371.6277666666665, 3371.6318, 3371.6323333333335, 3371.6324, 3371.6325333333334, 3371.632666666667, 3371.6334666666667, 3371.6352666666667, 3371.6354, 3371.6372, 3371.639133333333, 3371.6394333333333, 3371.6423, 3371.6426333333334, 3371.6430666666665, 3371.6434, 3371.644333333333, 3371.6465]","[85, 67, 60, 85, 67, 16, 60, 85, 196, 67, 60, 85, 67, 103, 60, 85, 228, 85, 86, 190, 67, 16, 60, 85, 233, 60, 86, 85, 60, 67, 85, 233, 66, 63]","85,67,60,16,196,103,228,86,190,233,66,63","16,60,63,66,67,85,86,103,190,196,228,233"
3372.4772,3372.4876,3372.5268,3372.4876,6.914287090301514,49.6,"[3372.479, 3372.4803, 3372.4809666666665, 3372.4809666666665, 3372.4813, 3372.4823666666666, 3372.4832333333334, 3372.4837666666667, 3372.4837666666667, 3372.4839666666667, 3372.4844333333335, 3372.4855333333335, 3372.487166666667, 3372.4881666666665, 3372.488966666667, 3372.4895666666666, 3372.4902, 3372.4922, 3372.4924333333333, 3372.4928666666665, 3372.4934, 3372.493466666667, 3372.4939, 3372.493933333333, 3372.4942, 3372.494833333333, 3372.4949666666666, 3372.4958666666666, 3372.4962333333333, 3372.4971333333333, 3372.4979333333335, 3372.4983666666667, 3372.499333333333, 3372.5, 3372.5016, 3372.5029, 3372.5034333333333, 3372.5041666666666, 3372.5042, 3372.504933333333, 3372.5057666666667, 3372.5061666666666, 3372.5081333333333, 3372.509, 3372.509233333333, 3372.5092666666665, 3372.5097333333333, 3372.5100333333335, 3372.5104, 3372.5109666666667, 3372.5119, 3372.5125333333335, 3372.5127333333335, 3372.5158333333334, 3372.5163, 3372.517966666667, 3372.5202, 3372.521133333333, 3372.523, 3372.5230333333334, 3372.5235333333335]","[222, 63, 67, 60, 85, 16, 222, 85, 67, 199, 222, 60, 67, 85, 60, 78, 222, 85, 216, 67, 65, 16, 202, 199, 78, 67, 85, 222, 78, 85, 16, 78, 138, 222, 199, 222, 190, 67, 85, 60, 16, 212, 216, 195, 110, 190, 222, 199, 85, 67, 60, 16, 78, 196, 85, 67, 60, 78, 196, 67, 138]","222,63,67,60,85,16,199,78,216,65,202,138,190,212,195,110,196","16,60,63,65,67,78,85,110,138,190,195,196,199,202,212,216,222"
3374.0336,3374.044,3374.0552,3374.044,59.417579650878906,21.6,"[3374.0345333333335, 3374.0354666666667, 3374.0361666666668, 3374.040933333333, 3374.041133333333, 3374.0421, 3374.0425, 3374.0425333333333, 3374.045833333333, 3374.0507666666667, 3374.0541333333335]","[63, 138, 85, 67, 85, 196, 222, 16, 223, 66, 16]","63,138,85,67,196,222,16,223,66","16,63,66,67,85,138,196,222,223"
3378.4468,3378.4552,3378.4704,3378.4552,5.053443908691406,23.6,"[3378.4476, 3378.449666666667, 3378.4501333333333, 3378.450333333333, 3378.4522, 3378.452333333333, 3378.4529, 3378.4537, 3378.4562666666666, 3378.4565, 3378.458666666667, 3378.458833333333, 3378.4612666666667, 3378.4629333333332, 3378.4634666666666, 3378.4664333333335, 3378.4690666666665, 3378.4693, 3378.4700333333335]","[98, 16, 85, 67, 94, 237, 120, 60, 16, 216, 138, 67, 237, 94, 85, 63, 65, 60, 67]","98,16,85,67,94,237,120,60,216,138,63,65","16,60,63,65,67,85,94,98,120,138,216,237"
3378.5948,3378.6172,3378.6252,3378.6172,4.5146589279174805,30.4,"[3378.5961333333335, 3378.5963333333334, 3378.5969, 3378.597133333333, 3378.5973, 3378.598466666667, 3378.6006666666667, 3378.6007666666665, 3378.600966666667, 3378.6012333333333, 3378.6017, 3378.604733333333, 3378.6049666666668, 3378.6057333333333, 3378.6058666666668, 3378.6069666666667, 3378.607, 3378.6070666666665, 3378.607266666667, 3378.6076, 3378.609733333333, 3378.6105666666667, 3378.611033333333, 3378.6142333333332, 3378.6143666666667, 3378.6143666666667, 3378.6145, 3378.6149, 3378.6167666666665, 3378.6169333333332, 3378.618, 3378.618233333333, 3378.6183, 3378.6202, 3378.6205333333332, 3378.6219333333333, 3378.6242, 3378.624533333333, 3378.6252]","[196, 16, 67, 66, 85, 60, 16, 85, 67, 60, 138, 85, 60, 196, 103, 196, 72, 235, 16, 67, 190, 16, 60, 85, 235, 72, 67, 196, 16, 60, 67, 85, 94, 66, 60, 16, 85, 170, 60]","196,16,67,66,85,60,138,103,72,235,190,94,170","16,60,66,67,72,85,94,103,138,170,190,196,235"
3378.768,3378.7732,3378.7928,3378.7732,3.54947566986084,24.8,"[3378.7680666666665, 3378.7695, 3378.7716666666665, 3378.7725666666665, 3378.772933333333, 3378.774, 3378.7742, 3378.7750666666666, 3378.7779666666665, 3378.7792, 3378.7793333333334, 3378.7793666666666, 3378.7805333333336, 3378.7814333333336, 3378.7825666666668, 3378.7826333333333, 3378.783033333333, 3378.783933333333, 3378.7842333333333, 3378.7843666666668, 3378.7865333333334, 3378.787533333333, 3378.789133333333, 3378.7891666666665, 3378.7901666666667, 3378.7908666666667, 3378.7909]","[16, 67, 85, 16, 233, 196, 212, 60, 85, 220, 78, 196, 67, 191, 60, 220, 85, 78, 16, 226, 85, 78, 63, 67, 60, 196, 78]","16,67,85,233,196,212,60,220,78,191,226,63","16,60,63,67,78,85,191,196,212,220,226,233"
3378.8804,3378.904,3378.9324,3378.904,13.82090950012207,52.0,"[3378.8807333333334, 3378.8830666666668, 3378.8831666666665, 3378.8836, 3378.8839333333335, 3378.884, 3378.8852333333334, 3378.8859, 3378.886033333333, 3378.8864, 3378.8865666666666, 3378.8876333333333, 3378.8885666666665, 3378.8885666666665, 3378.8891, 3378.8896, 3378.890033333333, 3378.8903, 3378.890933333333, 3378.8919, 3378.8923666666665, 3378.8927, 3378.8936, 3378.893866666667, 3378.8946, 3378.895666666667, 3378.8959666666665, 3378.8968666666665, 3378.8971666666666, 3378.8978, 3378.8985, 3378.8985333333335, 3378.9007, 3378.9007666666666, 3378.900833333333, 3378.9023, 3378.9036333333333, 3378.9057, 3378.906933333333, 3378.907, 3378.9070666666667, 3378.9093, 3378.9094, 3378.9097666666667, 3378.9105666666665, 3378.9113333333335, 3378.9113333333335, 3378.911666666667, 3378.915466666667, 3378.915466666667, 3378.9159666666665, 3378.9162666666666, 3378.9163, 3378.9173333333333, 3378.918833333333, 3378.921566666667, 3378.921733333333, 3378.9220333333333, 3378.9228, 3378.9251, 3378.9268, 3378.927166666667, 3378.9283333333333, 3378.9290333333333, 3378.9302666666667]","[60, 85, 226, 7, 67, 63, 223, 60, 16, 85, 67, 86, 222, 94, 78, 223, 60, 196, 85, 16, 67, 233, 98, 196, 222, 63, 86, 16, 85, 67, 94, 190, 226, 85, 63, 67, 60, 222, 85, 67, 16, 67, 60, 222, 98, 85, 16, 94, 67, 233, 94, 16, 63, 60, 223, 60, 85, 190, 16, 172, 172, 85, 170, 67, 16]","60,85,226,7,67,63,223,16,86,222,94,78,196,233,98,190,172,170","7,16,60,63,67,78,85,86,94,98,170,172,190,196,222,223,226,233"
3379.9152,3379.9232,3379.9368,3379.9232,4.2059712409973145,21.6,"[3379.9154, 3379.9154, 3379.9155, 3379.9193666666665, 3379.9198, 3379.9208, 3379.9209666666666, 3379.9213666666665, 3379.9218666666666, 3379.9243666666666, 3379.9248333333335, 3379.926966666667, 3379.927366666667, 3379.9279333333334, 3379.9290666666666, 3379.9297, 3379.9308, 3379.9308333333333, 3379.9328333333333, 3379.9335333333333, 3379.934, 3379.9342333333334, 3379.9346333333333, 3379.935]","[85, 16, 7, 222, 60, 63, 85, 16, 67, 85, 222, 67, 60, 85, 60, 72, 67, 138, 85, 195, 196, 16, 60, 67]","85,16,7,222,60,63,67,72,138,195,196","7,16,60,63,67,72,85,138,195,196,222"
3380.018,3380.0556,3380.0756,3380.0556,10.016789436340332,57.6,"[3380.0180666666665, 3380.0183, 3380.0183666666667, 3380.0196333333333, 3380.0203333333334, 3380.0203333333334, 3380.0203666666666, 3380.0206, 3380.0208333333335, 3380.021166666667, 3380.0230666666666, 3380.0235666666667, 3380.0239666666666, 3380.0241333333333, 3380.0250666666666, 3380.0253, 3380.026733333333, 3380.0273666666667, 3380.0295666666666, 3380.0299666666665, 3380.0326666666665, 3380.0329, 3380.0336333333335, 3380.0336333333335, 3380.033733333333, 3380.0343666666668, 3380.035066666667, 3380.036, 3380.036, 3380.0362, 3380.0367, 3380.036866666667, 3380.0372333333335, 3380.0385333333334, 3380.039533333333, 3380.0410666666667, 3380.0425333333333, 3380.0465, 3380.0473666666667, 3380.047866666667, 3380.0486666666666, 3380.0488666666665, 3380.0500666666667, 3380.0502333333334, 3380.0507333333335, 3380.0518, 3380.052366666667, 3380.0532333333335, 3380.053733333333, 3380.053966666667, 3380.0543333333335, 3380.0544, 3380.054633333333, 3380.054666666667, 3380.0554666666667, 3380.0559333333335, 3380.0584, 3380.059566666667, 3380.0596, 3380.060933333333, 3380.0612333333333, 3380.0624666666668, 3380.0625666666665, 3380.0632666666666, 3380.0639, 3380.0642333333335, 3380.0670333333333, 3380.0673333333334, 3380.0684333333334, 3380.0693, 3380.0694]","[7, 85, 60, 63, 189, 79, 94, 67, 16, 85, 60, 67, 222, 85, 63, 16, 67, 60, 85, 67, 85, 60, 222, 233, 67, 196, 138, 67, 16, 85, 60, 94, 212, 222, 196, 60, 85, 67, 85, 60, 16, 172, 85, 67, 94, 60, 16, 196, 196, 226, 98, 63, 60, 85, 170, 67, 60, 16, 85, 67, 196, 60, 233, 85, 67, 78, 60, 16, 67, 60, 63]","7,85,60,63,189,79,94,67,16,222,233,196,138,212,172,226,98,170,78","7,16,60,63,67,78,79,85,94,98,138,170,172,189,196,212,222,226,233"
3381.7648,3381.784,3381.8216,3381.784,7.579644203186035,56.8,"[3381.7665333333334, 3381.766866666667, 3381.767533333333, 3381.7677, 3381.7678333333333, 3381.7680666666665, 3381.768866666667, 3381.7698, 3381.7698333333333, 3381.7715, 3381.772933333333, 3381.772966666667, 3381.7733, 3381.7742333333335, 3381.7747, 3381.776733333333, 3381.7768666666666, 3381.7775333333334, 3381.7775666666666, 3381.7786666666666, 3381.7791, 3381.7793666666666, 3381.7795666666666, 3381.7795666666666, 3381.7811333333334, 3381.781233333333, 3381.7843333333335, 3381.785766666667, 3381.7873, 3381.7876666666666, 3381.789533333333, 3381.7899333333335, 3381.7901, 3381.790266666667, 3381.7907, 3381.791, 3381.7914, 3381.7914333333333, 3381.7923333333333, 3381.7931, 3381.7931, 3381.7952666666665, 3381.7956, 3381.7973, 3381.7982666666667, 3381.7984666666666, 3381.7994, 3381.8017333333332, 3381.8040333333333, 3381.8041333333335, 3381.8087, 3381.8089666666665, 3381.8098333333332, 3381.8105, 3381.8126666666667, 3381.8145, 3381.8149, 3381.8152333333333, 3381.815433333333, 3381.816, 3381.818566666667, 3381.8189, 3381.819466666667, 3381.8204333333333]","[196, 60, 16, 191, 85, 67, 94, 191, 60, 67, 85, 67, 60, 233, 236, 60, 85, 173, 191, 16, 227, 60, 85, 67, 94, 196, 67, 85, 60, 94, 190, 16, 110, 60, 85, 67, 196, 66, 190, 16, 60, 85, 67, 60, 94, 85, 190, 67, 138, 16, 85, 196, 222, 16, 212, 85, 235, 16, 60, 63, 85, 67, 16, 72]","196,60,16,191,85,67,94,233,236,173,227,190,110,66,138,222,212,235,63,72","16,60,63,66,67,72,85,94,110,138,173,190,191,196,212,222,227,233,235,236"
3383.8416,3383.848,3383.862,3383.848,4.095376491546631,20.4,"[3383.8418666666666, 3383.8429666666666, 3383.8431, 3383.8432333333335, 3383.844, 3383.8444666666664, 3383.8461333333335, 3383.8462666666665, 3383.8463, 3383.8467666666666, 3383.8469, 3383.8479333333335, 3383.8479333333335, 3383.8483, 3383.848466666667, 3383.8493, 3383.8495666666668, 3383.8510333333334, 3383.851833333333, 3383.8521333333333, 3383.8523, 3383.852733333333, 3383.8541333333333, 3383.8553333333334, 3383.8561666666665, 3383.8566, 3383.8574, 3383.8600333333334, 3383.8607, 3383.8609666666666, 3383.8609666666666, 3383.8615666666665, 3383.8619]","[67, 85, 236, 7, 16, 60, 85, 67, 222, 63, 172, 16, 196, 94, 7, 67, 85, 86, 85, 222, 16, 233, 67, 195, 60, 85, 67, 16, 67, 85, 94, 63, 60]","67,85,236,7,16,60,222,63,172,196,94,86,233,195","7,16,60,63,67,85,86,94,172,195,196,222,233,236"
3385.2812,3385.3108,3385.3168,3385.3108,3.8616230487823486,35.6,"[3385.2819666666664, 3385.2828, 3385.2834666666668, 3385.283933333333, 3385.2844666666665, 3385.2866, 3385.2876666666666, 3385.2878, 3385.2891666666665, 3385.2899333333335, 3385.2899666666667, 3385.291, 3385.2911, 3385.2912, 3385.2917, 3385.2923, 3385.2933333333335, 3385.293633333333, 3385.293633333333, 3385.293866666667, 3385.294, 3385.2944666666667, 3385.2951, 3385.2970666666665, 3385.2977333333333, 3385.2979666666665, 3385.298333333333, 3385.2984333333334, 3385.299433333333, 3385.2995666666666, 3385.299666666667, 3385.2999333333332, 3385.3015333333333, 3385.3029333333334, 3385.3032, 3385.3041333333335, 3385.3047, 3385.3056, 3385.3059333333335, 3385.3071666666665, 3385.3072333333334, 3385.3073, 3385.308466666667, 3385.3090666666667, 3385.311166666667, 3385.3113, 3385.311366666667, 3385.3118666666664, 3385.3150333333333, 3385.3151]","[222, 85, 60, 67, 16, 85, 67, 60, 85, 154, 16, 60, 67, 227, 224, 233, 85, 67, 222, 16, 196, 60, 63, 60, 226, 67, 85, 16, 216, 67, 233, 85, 60, 16, 226, 196, 226, 215, 67, 60, 226, 85, 16, 67, 138, 63, 94, 60, 86, 193]","222,85,60,67,16,154,227,224,233,196,63,226,216,215,138,94,86,193","16,60,63,67,85,86,94,138,154,193,196,215,216,222,224,226,227,233"
3385.6796,3385.688,3385.714,3385.688,6.62704610824585,34.4,"[3385.6799333333333, 3385.6810666666665, 3385.6821666666665, 3385.6821666666665, 3385.6838666666667, 3385.6851666666666, 3385.6856666666667, 3385.6865333333335, 3385.6872, 3385.6875333333332, 3385.6878666666667, 3385.6880333333334, 3385.6880333333334, 3385.6895666666665, 3385.6899333333336, 3385.6904, 3385.6907666666666, 3385.691533333333, 3385.6929666666665, 3385.693366666667, 3385.6935, 3385.6943666666666, 3385.6955, 3385.6972, 3385.698066666667, 3385.698066666667, 3385.6981333333333, 3385.698733333333, 3385.6990666666666, 3385.6994666666665, 3385.7030666666665, 3385.7031, 3385.7036333333335, 3385.7038666666667, 3385.7044, 3385.7048666666665, 3385.7068, 3385.7090333333335, 3385.7103, 3385.710666666667, 3385.7107333333333, 3385.7128666666667, 3385.713133333333]","[191, 63, 67, 60, 196, 67, 85, 236, 236, 190, 85, 67, 16, 233, 16, 196, 63, 216, 60, 236, 67, 85, 236, 67, 236, 16, 228, 60, 63, 236, 191, 224, 85, 67, 60, 16, 67, 216, 60, 85, 173, 173, 236]","191,63,67,60,196,85,236,190,16,233,216,228,224,173","16,60,63,67,85,173,190,191,196,216,224,228,233,236"
